(Übergeordnete) ASIN,(Untergeordnete) ASIN,Titel,SKU,Sitzungen – Summe,Sitzungen – Summe – B2B,Prozentwert an Sitzungen – Summe,Prozentsatz Sitzung – Summe – B2B,Seitenaufrufe – Summe,Seitenaufrufe – Summe – B2B,Prozentsatz Seitenaufrufe – Summe,Prozentsatz Seitenaufrufe – Summe – B2B,Hervorgehobenes Angebot ("In-den-Einkaufswagen") – Prozentsatz,Hervorgehobenes Angebot (Einkaufswagen-Feld) Prozentwert – B2B,Bestellte Einheiten,Bestellte Einheiten – B2B,Prozentsatz an Einheiten pro Sitzung,Prozentsatz an Einheiten pro Sitzung – B2B,Durch bestellte Produkte erzielter Umsatz,Bestellsumme – B2B,Zahl der Bestellposten,Zahl der Bestellposten – B2B
B08P7PKTYP,B015AHSCT8,Pneumatik Winkel-Schottverschraubung - Push In Steckanschluss - Steckverbinder - Fitting (12mm Schlauchanschluss),152.012,12,1,0.02%,0.02%,22,1,0.02%,0.01%,100.00%,100.00%,3,0,25.00%,0.00%,"14,70 €","0,00 €",2,0
B08P7PKTYP,B015AHSCZW,Pneumatik Winkel-Schottverschraubung - Push In Steckanschluss - Steckverbinder - Fitting (8mm Schlauchanschluss),152.008,22,2,0.03%,0.04%,30,2,0.03%,0.03%,94.44%,100.00%,7,6,31.82%,300.00%,"25,08 €","21,18 €",2,1
B08T9MWDMP,B01B7V9PAQ,Pneumatik Y-Steckverbinder - Steckanschluss für Luft & Wasser - Schnellsteckverbinder - Push In Fitting (10mm Schlauchanschluss),IQSY 100,36,5,0.05%,0.10%,41,5,0.04%,0.07%,89.74%,80.00%,2,1,5.56%,20.00%,"4,55 €","2,25 €",2,1
B08L517ZSZ,B01E7CBURS,"T-Schlauchverbinder, Y-Schlauchverbinder, Kreuz-Schlauchverbinder Messing (5 mm, Y-Schlauchverbinder)",Y 5 MS,11,0,0.02%,0.00%,15,0,0.02%,0.00%,92.31%,0.00%,5,0,45.45%,0.00%,"15,95 €","0,00 €",2,0
B08L517ZSZ,B01E7CT12O,"Gerade Schlauchverbinder, Schlauchverbindungsrohre, kurz, Messing (6 mm)",SVR 6 MS E,21,0,0.03%,0.00%,32,0,0.03%,0.00%,92.86%,0.00%,2,0,9.52%,0.00%,"3,90 €","0,00 €",2,0
B01FVP6L2O,B01FVP6L4M,IQS Schalldämpfer mit Stecknippel Steckverbindung Pneumatik Druckluft (8 mm),IQSSD_80,5,0,0.01%,0.00%,7,0,0.01%,0.00%,100.00%,0.00%,3,1,60.00%,0.00%,"9,98 €","3,28 €",2,1
B08SQRSVKM,B01MSMD8TG,"Pneumatik Winkel-Steckverschraubung - Push In Steckverbinder - zylindrisch - (G 1/4"" x 10mm)",IQSL 1410 G PRIME,22,5,0.03%,0.10%,26,7,0.03%,0.10%,100.00%,100.00%,2,1,9.09%,20.00%,"11,02 €","5,49 €",2,1
B08SQRSVKM,B01MSMDBHY,"Pneumatik Winkel-Steckverschraubung - Push In Steckverbinder - zylindrisch - (G 3/8"" x 8mm)",IQSL 388 G,25,1,0.04%,0.02%,34,1,0.04%,0.01%,92.31%,0.00%,6,1,24.00%,100.00%,"16,70 €","2,75 €",2,1
B01N197E3T,B01MUS88RN,"Schnellsteckverbinder Schlauchklemmleiste, blau 10-fach für 6mm Schlauch",KK 610,33,3,0.05%,0.06%,54,4,0.06%,0.06%,71.79%,0.00%,4,0,12.12%,0.00%,"5,96 €","0,00 €",2,0
B08SQRSVKM,B01N644ZN2,"Pneumatik Winkel-Steckverschraubung - Push In Steckverbinder - zylindrisch - (G 1/2"" x 16mm)",IQSL 1216 G,13,4,0.02%,0.08%,21,6,0.02%,0.09%,63.16%,100.00%,3,2,23.08%,50.00%,"23,27 €","15,38 €",2,1
B08SQRSVKM,B01N8ZXFWM,"Pneumatik Winkel-Steckverschraubung - Push In Steckverbinder - zylindrisch - (G 1/4"" x 12mm)",IQSL 1412 G,19,3,0.03%,0.06%,21,3,0.02%,0.04%,77.78%,100.00%,6,0,31.58%,0.00%,"23,94 €","0,00 €",2,0
B08SQRSVKM,B01N90DE3K,Pneumatik Winkel-Steckverschraubung - Push In Steckverbinder - zylindrisch - (M5 x 4mm),IQSL M54,22,3,0.03%,0.06%,31,5,0.03%,0.07%,88.89%,100.00%,3,0,13.64%,0.00%,"5,07 €","0,00 €",2,0
B06X3R67GB,B06VSLHBJ2,"Einschraub-T-Stück - konisch - Schnellsteckverbinder - Push In (R 1/4"" x 6mm)",IQST 146,12,2,0.02%,0.04%,17,2,0.02%,0.03%,94.12%,100.00%,2,0,16.67%,0.00%,"4,70 €","0,00 €",2,0
B08LGRFGXR,B06W2L926G,Drosselrückschlagventil mit Steckanschluss - Schnellsteckverbinder - PUSH IN (4mm),IQSDRV 4,37,6,0.06%,0.12%,50,9,0.05%,0.13%,89.36%,87.50%,6,5,16.22%,83.33%,"29,70 €","24,75 €",2,1
B08PC66MMV,B06WVD6KJF,"Winkel-Steckanschluss - zylindrisch - Schnellsteckverbinder - PUSH IN (G 3/8"" x 8mm)",IQSLV 388 G,8,2,0.01%,0.04%,14,4,0.02%,0.06%,100.00%,100.00%,9,5,112.50%,250.00%,"29,70 €","16,50 €",2,1
B06X15HJHJ,B06X3QTP1Z,"Pneumatik Einschraub-T-Stück - zylindrisch - Schnellsteckverbinder - Push In (G 1/4"" x 8mm)",IQST 148 G,8,0,0.01%,0.00%,14,0,0.02%,0.00%,84.62%,0.00%,5,0,62.50%,0.00%,"12,50 €","0,00 €",2,0
B06X3R67GB,B06X6BDXRF,"Einschraub-T-Stück - konisch - Schnellsteckverbinder - Push In (R 1/8"" x 4mm)",IQST 184,3,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,3,0,100.00%,0.00%,"5,10 €","0,00 €",2,0
B072JFC5QK,B072JFC5QK,Pneumatik Polyurethan PUN Schlauch 5 meter Außen 12mm x Innen 8mm Klar Transparent Flexibel Druckluftschlauch Luft Treibstoff Öl,PUN 12x8 KLAR-5,11,1,0.02%,0.02%,11,1,0.01%,0.01%,100.00%,100.00%,3,0,27.27%,0.00%,"47,97 €","0,00 €",2,0
B08M3YW5CC,B075ZPPFJV,SiKoS Silikonschlauch in Lebensmittelqualität - flexibel - 7x10mm - Meterware,SILI_710-1,2,0,0.00%,0.00%,5,0,0.01%,0.00%,100.00%,0.00%,31,30,"1,550.00%",0.00%,"184,45 €","178,50 €",2,1
B08M3YW5CC,B075ZPR7HS,SiKoS Silikonschlauch in Lebensmittelqualität - flexibel - 6x10mm - Meterware,SILI_610-1,11,1,0.02%,0.02%,15,2,0.02%,0.03%,100.00%,100.00%,52,50,472.73%,"5,000.00%","300,56 €","289,00 €",2,1
B08M3YW5CC,B075ZPYZDV,SiKoS Silikonschlauch in Lebensmittelqualität - flexibel - 3x6mm - Meterware,SILI_36-1,9,1,0.01%,0.02%,11,1,0.01%,0.01%,90.00%,0.00%,3,2,33.33%,200.00%,"10,50 €","7,00 €",2,1
B077ZVRW9S,B0785WSLKK,"Gerade Schlauch-Verschraubung, Messing vernckelt, M5 x 6/4",CK 54_MSV,7,1,0.01%,0.02%,10,2,0.01%,0.03%,100.00%,100.00%,23,0,328.57%,0.00%,"29,67 €","0,00 €",2,0
B0788LGSF3,B0788MV9HK,"SiKoS Hochwertiger Flexibler Silikonschlauch in Lebensmittelqualität - 7x10mm, Meterware",SILI_710_1,42,2,0.06%,0.04%,52,4,0.06%,0.06%,94.59%,100.00%,2,0,4.76%,0.00%,"11,90 €","0,00 €",2,0
B0788LGSF3,B0788MZJ99,"SiKoS Hochwertiger Flexibler Silikonschlauch in Lebensmittelqualität - 4x10mm, Meterware",SILI_410_1,27,1,0.04%,0.02%,33,1,0.04%,0.01%,93.10%,100.00%,2,0,7.41%,0.00%,"16,74 €","0,00 €",2,0
B08KH7L7QS,B08GPHB3ZF,"Pneumatik Polyurethan PUN Schlauch, 5 Meter, 4x2,5mm (Außen/Innen), transparent (klar), Flexibeler Druckluftschlauch für Luft Wasser Treibstoff Öl",TU 0425 C-5,18,2,0.03%,0.04%,23,2,0.02%,0.03%,95.24%,100.00%,5,4,27.78%,200.00%,"24,95 €","19,96 €",2,1
B08KH7L7QS,B08GPHV736,"Pneumatik Polyurethan PUN Schlauch, 5 Meter, 4x2,5mm (Außen/Innen), Schwarz, Flexibeler Druckluftschlauch für Luft Wasser Treibstoff Öl",TU 0425 B-5,16,0,0.02%,0.00%,17,0,0.02%,0.00%,87.50%,0.00%,2,0,12.50%,0.00%,"9,98 €","0,00 €",2,0
B08KH7L7QS,B08GPQ1L5D,"Pneumatik Polyurethan PUN Schlauch, 5 Meter, 4x2,5mm (Außen/Innen), rot, Flexibeler Druckluftschlauch für Luft Wasser Treibstoff Öl",TU 0425 R1-5,11,1,0.02%,0.02%,13,1,0.01%,0.01%,100.00%,0.00%,2,0,18.18%,0.00%,"9,98 €","0,00 €",2,0
B08KH7L7QS,B08H5LVCQ6,"Pneumatik Polyurethan PUN Schlauch, 5 Meter, 8x5mm (Außen/Innen), rot, Flexibeler Druckluftschlauch für Luft Wasser Treibstoff Öl",TU 0805 R1-5,12,2,0.02%,0.04%,14,3,0.02%,0.04%,92.31%,100.00%,2,0,16.67%,0.00%,"19,50 €","0,00 €",2,0
B08KQ9K3GS,B08KJLGP6H,"Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - 3/8"" x 8mm - 1 Stück",GT 388 MS,9,0,0.01%,0.00%,14,0,0.02%,0.00%,100.00%,0.00%,2,0,22.22%,0.00%,"4,58 €","0,00 €",2,0
B08KQ9K3GS,B08KJP8VHB,"Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - 1/2"" x 10mm - 1 Stück",GT 1210 MS,28,0,0.04%,0.00%,44,0,0.05%,0.00%,89.47%,0.00%,2,0,7.14%,0.00%,"7,50 €","0,00 €",2,0
B08KQ9K3GS,B08KJRV3N6,"Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - 1/2"" x 8mm - 1 Stück",GT 128 MS,18,1,0.03%,0.02%,29,1,0.03%,0.01%,91.30%,0.00%,2,0,11.11%,0.00%,"7,30 €","0,00 €",2,0
B08M68ZQSN,B08KY9DLGL,"Druckluftkupplung Kupplungsstecker Innengewinde 1/8""",KSGI 18 NW7,416,36,0.62%,0.72%,523,45,0.57%,0.64%,100.00%,100.00%,2,0,0.48%,0.00%,"7,98 €","0,00 €",2,0
B08M68ZQSN,B08KYCCX14,Kupplungsstecker mit Schlauchanschluss 6x4mm (mit Überwurfmutter + Knickschutz),KSK KS 4 NW7,477,32,0.71%,0.64%,498,32,0.54%,0.46%,85.64%,87.50%,2,0,0.42%,0.00%,"17,50 €","0,00 €",2,0
B08LZMYBJJ,B08LZFHYX7,25m Polyethylenschlauch - 8/6mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: gelb,PL 8X6 GELB- 25,49,9,0.07%,0.18%,63,11,0.07%,0.16%,93.62%,83.33%,2,0,4.08%,0.00%,"35,98 €","0,00 €",2,0
B08LZMYBJJ,B08LZH2FBC,25m Polyethylenschlauch - 6/4mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: grün,PL 6X4 GRUN- 25,73,5,0.11%,0.10%,82,9,0.09%,0.13%,78.26%,0.00%,2,0,2.74%,0.00%,"29,98 €","0,00 €",2,0
B08LZMYBJJ,B08LZHGC5N,25m Polyethylenschlauch - 6/4mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: rot,PL 6X4 ROT- 25,34,3,0.05%,0.06%,40,3,0.04%,0.04%,88.46%,100.00%,2,1,5.88%,33.33%,"29,98 €","14,99 €",2,1
B08LZMYBJJ,B08LZJ2JYL,25m Polyethylenschlauch - 12/10mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: natur (milchig),PL 12X10 NATUR- 25,64,3,0.10%,0.06%,85,3,0.09%,0.04%,95.08%,0.00%,2,0,3.13%,0.00%,"57,00 €","0,00 €",2,0
B08LZMYBJJ,B08LZJRRJM,25m Polyethylenschlauch - 4/2mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: gelb,PL 4X2 GELB- 25,5,1,0.01%,0.02%,5,1,0.01%,0.01%,100.00%,0.00%,2,1,40.00%,100.00%,"24,00 €","12,00 €",2,1
B08LZMYBJJ,B08LZJW34X,25m Polyethylenschlauch - 6/4mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: gelb,PL 6X4 GELB- 25,28,4,0.04%,0.08%,30,4,0.03%,0.06%,89.47%,100.00%,5,4,17.86%,100.00%,"74,95 €","59,96 €",2,1
B08LZR4HHF,B08LZN96NY,50m Polyethylenschlauch - 8/6mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: gelb,PL 8X6 GELB- 50,12,3,0.02%,0.06%,16,4,0.02%,0.06%,75.00%,100.00%,2,1,16.67%,33.33%,"51,98 €","25,99 €",2,1
B08LZR4HHF,B08LZPW36H,50m Polyethylenschlauch - 5/3mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: blau,PL 5X3 BLAU- 50,10,3,0.01%,0.06%,12,4,0.01%,0.06%,81.82%,100.00%,2,1,20.00%,33.33%,"39,98 €","19,99 €",2,1
B08LZR4HHF,B08LZR72N9,50m Polyethylenschlauch - 8/6mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: natur (milchig),PL 8X6 NATUR- 50,16,3,0.02%,0.06%,18,4,0.02%,0.06%,78.57%,100.00%,2,2,12.50%,66.67%,"51,98 €","51,98 €",2,2
B08LZR4HHF,B08M1NV37R,50m Polyethylenschlauch - 6/4mm (Außen-Ø/Innen-Ø) - Druckluft Pneumatikschlauch Wasserschlauch - Farbe: blau,PL 6X4 BLAU- 50,34,3,0.05%,0.06%,50,5,0.05%,0.07%,86.11%,100.00%,2,1,5.88%,33.33%,"45,80 €","22,90 €",2,1
B08MQJ7Z2K,B08MQPR9C7,"Reduzierter Mehrfachverteiler mit Steckanschluss - Steckverbinder - PUSH IN (1x6mm, 4x4mm)",IQSQ  6040,35,4,0.05%,0.08%,50,12,0.05%,0.17%,68.09%,9.09%,3,0,8.57%,0.00%,"15,93 €","0,00 €",2,0
B08MQJ7Z2K,B08MQVR62J,"Reduzierter Mehrfachverteiler mit Steckanschluss - Steckverbinder - PUSH IN (1x8mm, 4x6mm)",IQSQ  8060,33,5,0.05%,0.10%,44,5,0.05%,0.07%,78.95%,50.00%,5,3,15.15%,60.00%,"35,70 €","21,42 €",2,1
B08NCLS4V9,B08NDVRG1F,Polyamid-Schlauch (PA) - Pneumatik Schlauch - Druckluftschlauch - 25m-Rolle - blau - 5x3mm (innen/außen),PA 5X3 BLAU - 25,14,1,0.02%,0.02%,22,1,0.02%,0.01%,90.91%,100.00%,3,1,21.43%,100.00%,"87,67 €","28,27 €",2,1
B08NK89YQ3,B08NK6VPRC,Pneumatik T-Verbinder mit Stecknippel - Steckverbinder - PUSH IN (6mm),IQST  60H,7,0,0.01%,0.00%,12,0,0.01%,0.00%,100.00%,0.00%,6,0,85.71%,0.00%,"15,30 €","0,00 €",2,0
B08KJG3ZVP,B08P3BL5C9,"5 Stück Steckerverschraubung, konisch Pneumatik Steckverbinder Schnellsteckverbinder Push In (R 1/2"" x 6mm)",IQSG 126--5,11,1,0.02%,0.02%,19,1,0.02%,0.01%,93.75%,100.00%,2,0,18.18%,0.00%,"28,98 €","0,00 €",2,0
B08KJG3ZVP,B08P3C8LFV,"5 Stück Steckerverschraubung, konisch Pneumatik Steckverbinder Schnellsteckverbinder Push In (R 1/8"" x 6mm)",IQSG 186--5,57,4,0.09%,0.08%,62,4,0.07%,0.06%,91.30%,100.00%,3,2,5.26%,50.00%,"15,09 €","10,00 €",2,1
B08KJG3ZVP,B08P3CZX6V,"5 Stück Steckerverschraubung, konisch Pneumatik Steckverbinder Schnellsteckverbinder Push In (R 1/2"" x 10mm)",IQSG 1210--5,14,3,0.02%,0.06%,19,7,0.02%,0.10%,100.00%,100.00%,2,1,14.29%,33.33%,"26,64 €","13,25 €",2,1
B08KJG3ZVP,B08P3D99WF,"5 Stück Steckerverschraubung, konisch Pneumatik Steckverbinder Schnellsteckverbinder Push In (R 3/8"" x 10mm)",IQSG 3810--5,7,1,0.01%,0.02%,7,1,0.01%,0.01%,80.00%,0.00%,4,4,57.14%,400.00%,"38,36 €","38,36 €",2,2
B08KJG3ZVP,B08P3DCLTG,"5 Stück Steckerverschraubung, konisch Pneumatik Steckverbinder Schnellsteckverbinder Push In (R 3/8"" x 6mm)",IQSG 386--5,19,6,0.03%,0.12%,27,9,0.03%,0.13%,87.50%,100.00%,5,5,26.32%,83.33%,"40,45 €","40,45 €",2,2
B08KJG3ZVP,B08P3DZ7LZ,"5 Stück Steckerverschraubung, konisch Pneumatik Steckverbinder Schnellsteckverbinder Push In (R 1/2"" x 12mm)",IQSG 1212--5,20,5,0.03%,0.10%,27,6,0.03%,0.09%,90.48%,80.00%,2,0,10.00%,0.00%,"32,98 €","0,00 €",2,0
B08SQRSVKM,B08P3S274K,"Pneumatik Winkel-Steckverschraubung - Push In Steckverbinder - konisch - (R 1/2"" x 10mm)",IQSL 1210,6,2,0.01%,0.04%,8,3,0.01%,0.04%,100.00%,100.00%,6,6,100.00%,300.00%,"27,90 €","27,90 €",2,2
B08PVPNBYC,B08PVNKVJ3,"Druckluftverteiler 3-fach mit Kupplungen, Innengewinde & Dichtung Druckluftweiche IG 1/2 Zoll mit Kupplungsdosen NW 7,2 Luftweiche Y Verteiler",LWKDG 312 NW7-1,12,2,0.02%,0.04%,14,3,0.02%,0.04%,100.00%,100.00%,3,2,25.00%,100.00%,"68,70 €","45,80 €",2,1
B08PVPNBYC,B08PVQFSHK,"Druckluftverteiler 2-fach mit Kupplungen, Innengewinde & Dichtung Druckluftweiche IG 1/2 Zoll mit Kupplungsdosen NW 7,2 Luftweiche Y Verteiler",LWKDG 212 NW7-1,26,1,0.04%,0.02%,27,1,0.03%,0.01%,83.33%,0.00%,4,0,15.38%,0.00%,"67,96 €","0,00 €",2,0
B08PVPNBYC,B08PVQYLN2,"Druckluftverteiler 2-fach mit Kupplungen, Außengewinde & Dichtung Druckluftweiche AG 1/4 Zoll mit Kupplungsdosen NW 7,2 Luftweiche Y Verteiler",LWKDGDN 214 NW7-1,40,5,0.06%,0.10%,47,8,0.05%,0.11%,87.50%,0.00%,2,0,5.00%,0.00%,"33,98 €","0,00 €",2,0
B08Q48X8VJ,B08Q8L8MS3,"Wanddose Druckluftweiche aus Kunststoff mit Messing Gewindeeinsätzen G 1/2"" - 2 x G 1/2"" Luftweiche Endverteilerdose ohne Durchgangsgewinde",WD 12 LW 2 K,50,4,0.07%,0.08%,64,5,0.07%,0.07%,72.34%,100.00%,5,4,10.00%,100.00%,"113,35 €","90,36 €",2,1
B08Q48X8VJ,B08QMDCTQC,"Druckluftverteiler Wanddose Druckluftweiche aus Messing mit 2 x 1/2"" Eingangsgewinde und 3 x Kupplungsdosen NW 7,2 Luftweiche",WDKDG 12 LW3 MS NW7,175,26,0.26%,0.52%,210,34,0.23%,0.49%,77.07%,81.25%,6,6,3.43%,23.08%,"197,94 €","197,94 €",2,2
B08Q48X8VJ,B08QMRL9BZ,"Druckluftverteiler Wanddose Druckluftweiche aus Kunststoff mit 1x G 3/4"" Eingangsgewinde, 2 x G 1/2"" Abgangsgewinde und 2 x Kupplungsdosen NW 7,2 Messing Luftweiche",WDKDG 34 LW2 NW7,19,1,0.03%,0.02%,21,2,0.02%,0.03%,85.71%,100.00%,4,0,21.05%,0.00%,"155,96 €","0,00 €",2,0
B08PVPNBYC,B08S333WQ2,Druckluft-Schnellwechselkupplung Kugelhahn Dosierhahn Absperrhahn 3/8 Zoll mit Stecknippel 3/8 Zoll und Kupplungsdose 3/8 Zoll NW 7,KHKDGKSG 38 NW7,695,68,1.04%,1.37%,"1,035",109,1.12%,1.56%,99.90%,100.00%,2,0,0.29%,0.00%,"37,98 €","0,00 €",2,0
B08SJ4RJQG,B08SHMN876,"Druckluftkupplung Kupplungsdose Druckluft Kupplungsstecker G 1/8"" Innengewinde Messing Gewindestecker NW 7,2",KDGI 18 NW7,72,12,0.11%,0.24%,109,21,0.12%,0.30%,75.29%,87.50%,4,3,5.56%,25.00%,"31,48 €","23,49 €",2,1
B08N6TM97S,B08SMLVDR6,5 Stück T-Verbinder - Pneumatik Steckverbinder - Steckanschluss für Luft & Wasser - Schnellsteckverbinder - Push In Fitting - (4mm Schlauchanschluss),IQST 40-5,26,4,0.04%,0.08%,26,4,0.03%,0.06%,95.24%,100.00%,2,1,7.69%,25.00%,"15,97 €","7,98 €",2,1
B08SQRSVKM,B08SQ634BP,"Pneumatik Winkel-Steckverschraubung - Push In Steckverbinder - zylindrisch - (G 1/2"" x 6mm)",IQSL-126 G,12,3,0.02%,0.06%,16,6,0.02%,0.09%,40.00%,75.00%,3,1,25.00%,33.33%,"11,77 €","3,79 €",2,1
B08P7PKTYP,B08SQLSZQR,5 Stück Kunststoff-Schottverschraubung mit Steckanschluss Push In Fitting Schott-Steckverbindung Steckverbinder für Druckluft & neutrale Gase (8mm Schlauchanschluss),IQSSK 80-5,32,6,0.05%,0.12%,44,12,0.05%,0.17%,100.00%,100.00%,4,4,12.50%,66.67%,"70,36 €","70,36 €",2,2
B08SQRSVKM,B08SQWN15W,"Pneumatik Winkel-Steckverschraubung - Push In Steckverbinder - zylindrisch - (G 1/8"" x 6mm)",IQSL-186 G,26,7,0.04%,0.14%,40,11,0.04%,0.16%,51.85%,37.50%,7,0,26.92%,0.00%,"13,93 €","0,00 €",2,0
B08KJG3ZVP,B08V8XD6LF,"5 Stück Gerader Steckverschraubung, rund mit konischem Gewinde Pneumatik Steckverbinder Schnellsteckverbinder Push In Fitting (R 1/8"" x 8mm)",IQSG 188 I--5,49,4,0.07%,0.08%,58,4,0.06%,0.06%,97.87%,50.00%,2,0,4.08%,0.00%,"13,78 €","0,00 €",2,0
B08KJG3ZVP,B08V93Y7FZ,"5 Stück Gerader Steckverschraubung, rund mit zylindrischem Gewinde Pneumatik Steckverbinder Schnellsteckverbinder Push In Fitting (G 1/8"" x 6mm)",IQSG 186 IG--5,30,4,0.04%,0.08%,32,4,0.03%,0.06%,88.24%,100.00%,4,1,13.33%,25.00%,"39,62 €","9,65 €",2,1
B08KJG3ZVP,B08V95FGJR,"5 Stück Gerader Steckverschraubung, rund mit konischem Gewinde Pneumatik Steckverbinder Schnellsteckverbinder Push In Fitting (R 1/8"" x 6mm)",IQSG 186 I--5,47,7,0.07%,0.14%,52,9,0.06%,0.13%,87.18%,100.00%,11,10,23.40%,142.86%,"67,05 €","60,90 €",2,1
B08VNG17V1,B08VRF97XN,"T-Stück R 1/4"" Außengewinde - G 1/4"" Innengewinde Gewindefitting Messing vernickelt Verbindungsstück Fitting",TAIA 14 MSV,17,0,0.03%,0.00%,30,0,0.03%,0.00%,95.45%,0.00%,2,0,11.76%,0.00%,"7,98 €","0,00 €",2,0
B08VNG17V1,B08VRJ6B49,"LTE-Einschraubstück G 1/2"" Innengewinde - R 1/2"" Außengewinde Gewindefitting Messing vernickelt Verbindungsstück Fitting",LTE 12 MSV,14,1,0.02%,0.02%,19,1,0.02%,0.01%,100.00%,0.00%,4,0,28.57%,0.00%,"39,96 €","0,00 €",2,0
B08VNG17V1,B08WJ7YG8P,"LE-Einschraubstück G 1/4"" Innengewinde - R 1/4"" Außengewinde Gewindefitting Messing Verbindungsstück Fitting",LE 14 MS,5,1,0.01%,0.02%,8,1,0.01%,0.01%,100.00%,100.00%,2,0,40.00%,0.00%,"8,98 €","0,00 €",2,0
B08WWPX6Y9,B08WWPX6Y9,"90° - Einschraubwinkel G 3/8"" Innengewinde - G 3/8"" Außengewinde 16 bar Gewindefitting Messing Verbindungsstück Fitting",WE 38 MS,37,3,0.06%,0.06%,53,3,0.06%,0.04%,80.49%,100.00%,2,0,5.41%,0.00%,"9,98 €","0,00 €",2,0
B08WWTBDDK,B08WWTBDDK,"90° - Winkel R 1/8"" Außengewinde 16 bar Gewindefitting Messing vernickelt Verbindungsstück Fitting",WA 18 MSV,21,1,0.03%,0.02%,26,1,0.03%,0.01%,76.92%,100.00%,6,4,28.57%,400.00%,"11,94 €","7,96 €",2,1
B08WX1FYC9,B08WX1FYC9,"90° - Winkel R 1/2"" Außengewinde 16 bar Gewindefitting Messing vernickelt Verbindungsstück Fitting",WA 12 MSV,36,1,0.05%,0.02%,59,2,0.06%,0.03%,82.35%,0.00%,3,0,8.33%,0.00%,"18,87 €","0,00 €",2,0
B08WX728WD,B08WX728WD,"90° - Winkel G 1/2"" Innengewinde 16 bar Gewindefitting Messing Verbindungsstück Fitting",W 12 MS,20,0,0.03%,0.00%,34,0,0.04%,0.00%,67.86%,0.00%,2,0,10.00%,0.00%,"10,98 €","0,00 €",2,0
B08SJ4RJQG,B09NFHN7PT,"Druckluftkupplung Kupplungsdose Druckluft Kupplungsstecker mit Schlauchtülle Messing NW 7,2 9 (3/8"") mm",KDS 9 NW7,44,3,0.07%,0.06%,57,3,0.06%,0.04%,92.59%,0.00%,3,0,6.82%,0.00%,"20,97 €","0,00 €",2,0
B0DFY92VN1,B0DFY7TP9S,Pneumatik Manometer mit 4mm Steckanschluss - bis 10 bar - Druckluft Steckverbinder - Pneumatikverbinder - PUSH IN,IQS MANO 410,29,3,0.04%,0.06%,34,4,0.04%,0.06%,88.46%,100.00%,3,2,10.34%,66.67%,"35,97 €","23,98 €",2,1
B00LAZ59VO,B0047CO1A2,"Druckluft Pneumatikschlauch Polyamid, außentoleriert ID 2mm AD 4mm Meterware",PA 4X2 NATUR-1,5,0,0.01%,0.00%,7,0,0.01%,0.00%,100.00%,0.00%,4,0,80.00%,0.00%,"4,40 €","0,00 €",1,0
B00LAZ5E1Y,B0047CVA2O,"Druckluft Pneumatikschlauch Polyamid, außentoleriert ID 4mm AD 6mm Meterware",PA 6X4 BLAU-1,1,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,3,0,300.00%,0.00%,"4,41 €","0,00 €",1,0
B0047TC9UO,B0047TC9UO,"Druckluft Pneumatikschlauch Polyurethan, außentoleriert ID 4mm AD 6mm Meterware",PUN 6X4 BLAU-1,3,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,20,0,666.67%,0.00%,"24,60 €","0,00 €",1,0
B0047TE3RG,B0047TE3RG,"Druckluft Pneumatikschlauch Polyamid, außentoleriert ID 9mm AD 12mm Meterware",PA 12X9 NATUR-1,2,2,0.00%,0.04%,3,3,0.00%,0.04%,100.00%,100.00%,25,25,"1,250.00%","1,250.00%","84,75 €","84,75 €",1,1
B0047TJ4EI,B0047TJ4EI,"Druckluft Pneumatikschlauch Polyamid, außentoleriert ID 6mm AD 8mm Meterware",PA 8X6 NATUR-1,8,2,0.01%,0.04%,9,2,0.01%,0.03%,88.89%,100.00%,6,6,75.00%,300.00%,"12,78 €","12,78 €",1,1
B004FH4E9W,B004FH4E9W,"GK-Schlauchkupplung,G 1""(AG), Messing Werkstoff:Messing Gewinde außen:G 1""",GKA 10 MS,8,3,0.01%,0.06%,9,4,0.01%,0.06%,33.33%,75.00%,15,15,187.50%,500.00%,"70,80 €","70,80 €",1,1
